entry_time,symbol,regime,signal,entry,sl,tp,outcome,trade_id,exit_time,exit_price,status,pnl,duration_minutes
2026-03-13 09:35:09+00:00,EURJPY,0,BUY (Mean Reversion),182.623,182.28208,183.07757,❌ STOP LOSS,,2026-03-13 20:00:00+00:00,182.28208,CLOSED,-0.3409199999999828,624.85
2026-03-13 09:35:09+00:00,GBPJPY,0,BUY (Mean Reversion),211.59,211.16846,212.15204,❌ STOP LOSS,,2026-03-13 11:00:00+00:00,211.16846,CLOSED,-0.4215399999999931,84.85
2026-03-13 10:32:05+00:00,GBPUSD,0,BUY (Mean Reversion),1.3257,1.32304,1.32924,❌ STOP LOSS,,2026-03-13 19:00:00+00:00,1.32304,CLOSED,-0.0026600000000001,507.9166666666667
2026-03-13 10:32:05+00:00,USDCAD,0,SELL (Mean Reversion),1.36763,1.36996,1.36453,❌ STOP LOSS,,2026-03-13 12:00:00+00:00,1.36996,CLOSED,-0.0023300000000001,87.91666666666667
2026-03-13 10:32:07+00:00,GBPJPY,0,BUY (Mean Reversion),211.408,210.99258,211.96191,❌ STOP LOSS,,2026-03-16 06:00:00+00:00,210.99258,CLOSED,-0.4154199999999832,4047.883333333333
2026-03-13 11:27:50+00:00,EURGBP,0,SELL (Mean Reversion),0.86481,0.8659,0.86335,✅ TAKE PROFIT,,2026-03-13 19:00:00+00:00,0.86335,CLOSED,0.00146,452.1666666666667
2026-03-13 12:48:49+00:00,USDCAD,0,SELL (Mean Reversion),1.36951,1.37226,1.36584,❌ STOP LOSS,,2026-03-13 15:00:00+00:00,1.37226,CLOSED,-0.00275,131.18333333333334
2026-03-13 12:48:50+00:00,EURGBP,0,SELL (Mean Reversion),0.86484,0.86597,0.86333,✅ TAKE PROFIT,,2026-03-13 19:00:00+00:00,0.86333,CLOSED,0.00151,371.1666666666667
2026-03-13 14:42:59+00:00,USDCAD,0,SELL (Mean Reversion),1.37008,1.37312,1.36602,❌ STOP LOSS,,2026-03-13 15:00:00+00:00,1.37312,CLOSED,-0.0030399999999999,17.016666666666666
2026-03-13 15:38:35+00:00,AUDUSD,0,BUY (Mean Reversion),0.70136,0.69901,0.70449,❌ STOP LOSS,,2026-03-13 20:00:00+00:00,0.69901,CLOSED,-0.0023499999999999,261.4166666666667
2026-03-13 15:38:35+00:00,USDCAD,0,SELL (Mean Reversion),1.37316,1.37641,1.36883,✅ TAKE PROFIT,,2026-03-16 10:00:00+00:00,1.36883,CLOSED,0.0043299999999999,3981.4166666666665
2026-03-13 16:35:18+00:00,USDCAD,0,SELL (Mean Reversion),1.3738,1.37698,1.36955,✅ TAKE PROFIT,,2026-03-16 08:00:00+00:00,1.36955,CLOSED,0.0042499999999998,3804.7
2026-03-13 16:35:20+00:00,XAUUSD,0,BUY (Mean Reversion),5044.6001,5005.78218,5096.35731,❌ STOP LOSS,,2026-03-15 22:00:00+00:00,5005.78218,CLOSED,-38.8179199999995,3204.6666666666665
2026-03-16 06:14:18+00:00,EURJPY,0,BUY (Mean Reversion),182.159,181.88715,182.52146,❌ STOP LOSS,,2026-03-16 07:00:00+00:00,181.88715,CLOSED,-0.2718500000000006,45.7
2026-03-16 12:46:37+00:00,USDJPY,0,BUY (Mean Reversion),158.95799,158.6845,159.32265,✅ TAKE PROFIT,,2026-03-16 15:00:00+00:00,159.32265,CLOSED,0.3646600000000148,133.38333333333333
2026-03-16 14:15:38+00:00,USDJPY,0,BUY (Mean Reversion),158.879,158.60043,159.25042,✅ TAKE PROFIT,,2026-03-16 15:00:00+00:00,159.25042,CLOSED,0.3714200000000005,44.36666666666667
2026-03-16 14:15:38+00:00,AUDUSD,0,SELL (Mean Reversion),0.70738,0.70933,0.70477,✅ TAKE PROFIT,,2026-03-16 16:00:00+00:00,0.70477,CLOSED,0.00261,104.36666666666666
2026-03-16 18:48:30+00:00,EURUSD,0,SELL (Mean Reversion),1.15247,1.1551,1.14897,✅ TAKE PROFIT,,2026-03-17 05:00:00+00:00,1.14897,CLOSED,0.0035,611.5
2026-03-16 18:48:31+00:00,GBPUSD,0,SELL (Mean Reversion),1.33353,1.33637,1.32973,✅ TAKE PROFIT,,2026-03-17 01:00:00+00:00,1.32973,CLOSED,0.0038,371.48333333333335
2026-03-18 19:16:47+00:00,EURUSD,0,BUY (Mean Reversion),1.14811,1.14571,1.1529,❌ STOP LOSS,,2026-03-18 20:00:00+00:00,1.14571,CLOSED,-0.0023999999999999,43.21666666666667
2026-03-18 19:16:47+00:00,GBPUSD,0,BUY (Mean Reversion),1.32878,1.32586,1.33462,❌ STOP LOSS,,2026-03-18 20:00:00+00:00,1.32586,CLOSED,-0.00292,43.21666666666667
2026-03-18 19:42:35+00:00,EURUSD,0,BUY (Mean Reversion),1.14824,1.14579,1.15314,❌ STOP LOSS,,2026-03-18 20:00:00+00:00,1.14579,CLOSED,-0.0024499999999998,17.416666666666668
2026-03-18 19:42:36+00:00,GBPUSD,0,BUY (Mean Reversion),1.32892,1.32597,1.33483,❌ STOP LOSS,,2026-03-18 20:00:00+00:00,1.32597,CLOSED,-0.00295,17.4
2026-03-18 19:42:36+00:00,AUDUSD,0,BUY (Mean Reversion),0.7046,0.70253,0.70873,❌ STOP LOSS,,2026-03-18 20:00:00+00:00,0.70253,CLOSED,-0.00207,17.4
2026-03-18 20:26:20+00:00,EURUSD,0,BUY (Mean Reversion),1.14574,1.14328,1.15066,✅ TAKE PROFIT,,2026-03-19 13:00:00+00:00,1.15066,CLOSED,0.00492,993.6666666666666
2026-03-18 20:26:21+00:00,GBPUSD,0,BUY (Mean Reversion),1.32582,1.32279,1.33188,✅ TAKE PROFIT,,2026-03-19 13:00:00+00:00,1.33188,CLOSED,0.0060599999999999,993.65
2026-03-18 20:26:21+00:00,AUDUSD,0,BUY (Mean Reversion),0.70221,0.70005,0.70652,✅ TAKE PROFIT,,2026-03-19 18:00:00+00:00,0.70652,CLOSED,0.00431,1293.65
2026-03-18 20:26:22+00:00,USDCAD,0,SELL (Mean Reversion),1.37369,1.37624,1.36858,✅ TAKE PROFIT,,2026-03-23 11:00:00+00:00,1.36858,CLOSED,0.0051100000000001,6633.633333333333
2026-03-18 22:23:36+00:00,GBPUSD,0,BUY (Mean Reversion),1.3252,1.32221,1.33118,✅ TAKE PROFIT,,2026-03-19 13:00:00+00:00,1.33118,CLOSED,0.00598,876.4
2026-03-18 22:23:37+00:00,USDCAD,0,SELL (Mean Reversion),1.37361,1.37621,1.36841,✅ TAKE PROFIT,,2026-03-23 11:00:00+00:00,1.36841,CLOSED,0.0052,6516.383333333333
2026-03-19 07:40:18+00:00,EURJPY,0,BUY (Mean Reversion),182.784,182.454,183.444,❌ STOP LOSS,,2026-03-19 08:00:00+00:00,182.454,CLOSED,-0.3299999999999841,19.7
